track_name,artist,genre,release_year,danceability,energy,valence,acousticness,instrumentalness,speechiness,tempo,loudness,duration_ms,popularity
Storm Home Fall,Robert Glasper,jazz,1991,0.4473,0.464,0.2447,0.5328,0.2186,0.0519,114.6,-15.2,255426,31
Crystal Electric Stay,Chris Stapleton,country,1998,0.573,0.3914,0.7721,0.2255,0.0,0.0402,95.8,-5.5,182926,18
Stay Dance,Khalid,r&b,1991,0.8131,0.4757,0.4416,0.4688,0.0352,0.0,80.1,-7.7,195192,36
Heart Lost Fever,Norah Jones,jazz,2018,0.2853,0.1877,0.4131,0.6185,0.0,0.1411,84.1,-6.5,188393,41
Shine Dreams Rain,Imagine Dragons,rock,2022,0.5798,0.7167,0.5046,0.0,0.0644,0.0192,88.9,-5.3,213458,59
Light Free Pulse,Taylor Swift,pop,1999,0.6683,0.7583,0.5696,0.3262,0.0631,0.0,111.4,-5.0,152364,80
Glow,Green Day,rock,2023,0.2752,0.6845,0.5272,0.2114,0.0,0.0721,113.1,-6.5,190032,24
Free Pulse,Dua Lipa,pop,1997,0.4239,0.6867,0.4353,0.0559,0.0,0.109,90.9,-1.4,177711,53
Dance Sunset,Skrillex,electronic,2022,0.5567,0.9376,0.5048,0.0938,0.1523,0.0279,128.3,-7.4,188665,61
Wild Gold Lost,Vampire Weekend,indie,1995,0.447,0.456,0.5872,0.1614,0.1093,0.0,153.7,-7.4,189726,46
Fall Dreams Storm,Ed Sheeran,pop,2008,0.7174,0.7914,0.9818,0.0969,0.0,0.0,129.9,-4.9,205341,73
Stay Silver,Ed Sheeran,pop,2021,0.641,0.8154,0.4692,0.498,0.0278,0.1086,138.4,-1.6,198762,63
Wild,Tiësto,electronic,2016,0.7848,0.782,0.5655,0.0,0.1821,0.0,129.5,-6.6,308546,70
Echo Night,Beach House,indie,1990,0.654,0.7063,0.6322,0.1849,0.2278,0.0437,165.0,-5.3,229322,72
Electric Home Dreams,Kanye West,hip-hop,2022,0.5535,0.6265,0.5509,0.3181,0.0118,0.2238,113.7,-0.3,255121,41
Sunset Waves,Tiësto,electronic,2021,0.7318,0.682,0.0,0.0804,0.0,0.1575,128.2,-5.5,208754,61
Heart Low High,Taylor Swift,pop,1994,0.7449,0.4323,0.6271,0.0,0.0,0.1125,132.7,-10.8,134964,44
Fever Light,Harry Styles,pop,2006,0.4629,0.5177,0.5375,0.2126,0.0577,0.0459,106.0,-5.7,263450,65
Red,André Rieu,classical,1997,0.3292,0.2388,0.4141,0.9271,0.847,0.0592,60.0,-11.1,201207,25
Waves Away,Hilary Hahn,classical,2023,0.2333,0.4639,0.2223,0.8834,0.9675,0.0349,60.0,-15.6,179905,20
Love Rush,Ed Sheeran,pop,1998,0.5475,0.7664,0.7441,0.2639,0.0029,0.0893,104.8,-6.5,186452,45
Fall Crystal Stars,Itzhak Perlman,classical,2012,0.0664,0.4308,0.3562,0.9114,0.9183,0.0477,78.9,-19.9,120000,37
Fire Rush,H.E.R.,r&b,2024,0.4651,0.4128,0.3362,0.5922,0.0389,0.0183,99.1,-6.2,174666,38
Away,Herbie Hancock,jazz,1996,0.6322,0.4691,0.2717,0.6318,0.1746,0.0,116.8,-14.7,222265,20
Free,Avicii,electronic,2004,0.7527,0.9048,0.3329,0.0186,0.5091,0.0857,120.2,-5.8,196942,75
Light Free,Calvin Harris,electronic,2009,0.5684,1.0,0.8466,0.025,0.5491,0.0102,103.4,-1.1,245718,70
Midnight,Zedd,electronic,2014,0.596,0.9551,0.1477,0.1209,0.2206,0.0338,132.4,-1.1,170046,62
Blue,Ozuna,latin,1992,0.6575,0.7915,0.7777,0.1028,0.0433,0.0425,117.3,-4.4,166259,57
High Break,Billie Eilish,pop,2013,0.7755,0.8322,0.5467,0.1355,0.0,0.1207,119.2,-8.1,183879,66
Neon Fire,Ed Sheeran,pop,2023,0.6478,0.6386,0.1301,0.1875,0.003,0.0846,119.3,-3.0,218993,58
Wild Home Fire,Kanye West,hip-hop,2011,0.6863,0.5311,0.5597,0.014,0.0147,0.2214,71.2,-5.0,208818,34
Glow,Ozuna,latin,2000,0.6935,0.7754,0.7212,0.2362,0.0815,0.0794,175.1,-2.2,144892,46
Wild Home,Green Day,rock,1997,0.5126,0.8553,0.773,0.1343,0.0435,0.0543,99.3,-8.7,142333,71
Electric,J Balvin,latin,2024,0.9352,0.8233,0.3855,0.3849,0.0133,0.101,95.0,-9.4,181997,75
Crystal Wild,Itzhak Perlman,classical,1997,0.2783,0.2391,0.2812,0.8068,0.9,0.0367,60.8,-17.3,155712,21
Low,Harry Styles,pop,2016,0.7432,0.7469,0.4473,0.1691,0.0276,0.1087,114.7,-8.6,204655,60
Pulse,Luis Fonsi,latin,2017,0.8108,0.8055,0.8372,0.1556,0.0489,0.1159,144.3,-5.9,271456,64
Found Midnight Shine,Megan Thee Stallion,hip-hop,2023,0.7867,0.5726,0.4696,0.0,0.0,0.1364,94.4,-6.8,156674,63
Red Heart Shadow,Kamasi Washington,jazz,2021,0.2144,0.6367,0.3191,0.5302,0.0305,0.0623,98.9,-5.5,275766,47
High,Ariana Grande,pop,2004,0.5051,0.721,0.6772,0.3295,0.0286,0.004,114.0,-10.4,227772,58
Echo Pulse,J Balvin,latin,2006,0.6269,0.6285,0.5684,0.1182,0.0,0.0641,124.8,-4.3,120000,67
Rain Glow,Gregory Porter,jazz,2022,0.1862,0.547,0.3379,0.7064,0.344,0.0718,78.5,-12.0,265445,33
Away Free,Mac DeMarco,indie,2005,0.6365,0.7508,0.7974,0.6962,0.0,0.0716,120.4,-6.7,214820,58
Stars Dance Rise,Rauw Alejandro,latin,2018,0.8396,0.6617,0.9917,0.0,0.0055,0.0622,114.9,-4.1,229605,81
Fall,David Guetta,electronic,1998,0.6808,0.6783,0.4889,0.0139,0.2827,0.0054,137.7,-4.8,232488,50
Rise Fever Love,Khalid,r&b,2022,0.7221,0.3392,0.9362,0.3813,0.0,0.1367,87.9,-4.7,150798,75
Heart Home Pulse,Diana Krall,jazz,2018,0.2608,0.5745,1.0,0.8877,0.3471,0.063,80.6,-7.3,318416,31
Red Break Dreams,Chris Brown,r&b,2002,0.6788,0.5722,0.3271,0.3384,0.0236,0.1336,105.6,-9.2,209746,39
Blue Free,Taylor Swift,pop,2010,0.6705,0.652,0.5244,0.0,0.0316,0.1507,111.8,-2.7,166367,51
High Rush,Mac DeMarco,indie,2010,0.5583,0.3342,0.4094,0.3186,0.0,0.0639,141.0,-9.3,196857,39
Rush Red,Maluma,latin,1994,0.7434,0.6727,0.845,0.1681,0.0319,0.2324,87.5,-6.9,135720,38
Blue,Rauw Alejandro,latin,1999,0.8368,0.5841,0.5189,0.1965,0.0,0.1481,123.0,-9.1,208421,88
Found Gone Waves,The Killers,rock,1995,0.721,0.7675,0.3972,0.1977,0.0172,0.0308,131.5,-5.8,196971,60
Light,Daddy Yankee,latin,2002,0.7664,0.775,0.5564,0.3224,0.0,0.0283,93.7,-2.1,199331,48
Break Fire,Kendrick Lamar,hip-hop,1990,0.7516,0.749,0.5319,0.1579,0.0,0.2338,73.7,-6.2,185248,49
Home Waves,Daddy Yankee,latin,2009,0.7041,0.6746,0.8468,0.1165,0.0205,0.1391,157.4,-2.8,230281,90
Storm,Taylor Swift,pop,1997,0.6561,0.8544,0.7511,0.1813,0.0,0.0731,106.1,-5.8,174336,63
Low,Daddy Yankee,latin,1999,0.7892,0.8432,0.779,0.3705,0.0481,0.1778,102.3,-4.2,203743,43
Shine Gone Sunset,Joshua Bell,classical,1998,0.2261,0.235,0.4596,0.8596,1.0,0.0282,81.7,-10.9,208954,31
Fever Low Wild,Dua Lipa,pop,1992,0.7951,0.698,0.611,0.2638,0.0234,0.064,131.7,-7.0,229520,53
Fire Away Found,Ludovico Einaudi,classical,2000,0.2892,0.0731,0.0,0.793,0.8138,0.0211,143.6,-20.9,149904,0
Electric,Post Malone,hip-hop,2001,0.7016,0.3148,0.678,0.0302,0.005,0.2053,91.0,-8.7,221513,31
Midnight,Sufjan Stevens,indie,1999,0.5402,0.59,0.9741,0.2961,0.0849,0.1035,124.9,-8.3,203989,56
Break Blue Found,Luke Bryan,country,2014,0.4479,0.7359,0.8404,0.9344,0.0199,0.0727,128.3,-5.4,259127,33
Dance Shadow Stay,Frank Ocean,r&b,2014,0.7006,0.6414,0.9232,0.2208,0.0084,0.2264,136.0,-7.4,174696,61
Gone,Ozuna,latin,2000,0.6539,0.7359,0.7469,0.1262,0.0,0.18,127.1,-2.1,219076,59
Shadow,Bon Iver,indie,2015,0.5935,0.5085,0.0722,0.406,0.0,0.0,134.9,-3.5,192238,61
Fire,Lil Nas X,hip-hop,2003,0.7307,0.3806,0.5335,0.0,0.0,0.224,115.9,-10.0,146766,44
Stars,Drake,hip-hop,1990,0.8244,0.6822,0.4178,0.0284,0.0,0.248,87.2,-7.7,172954,53
Dreams,Rosalía,latin,1993,0.834,0.827,0.8416,0.1375,0.0255,0.1066,147.2,-9.5,210515,56
Home,Jason Aldean,country,2019,0.5283,0.8208,0.6345,0.1746,0.0,0.0849,103.9,-8.7,192588,62
Dance Midnight,Luke Bryan,country,2001,0.6255,0.5493,0.5569,0.7363,0.0,0.0,76.7,-4.6,149378,41
Echo Break Stay,Kane Brown,country,2024,0.6345,0.5492,0.9078,0.3683,0.0586,0.0248,136.8,-7.0,161927,54
Silver Love,Post Malone,hip-hop,2002,0.7413,0.6413,0.4188,0.1702,0.029,0.0,157.3,-5.6,214935,38
Away Gold,Luke Combs,country,2020,0.3715,0.509,0.4136,0.3268,0.012,0.1007,92.3,-4.8,164859,53
Night Rain Fever,Billie Eilish,pop,2012,0.5278,0.7052,0.3625,0.0874,0.0231,0.1554,99.9,-10.4,192305,52
Sunset Break,Martin Garrix,electronic,1993,0.6121,0.7874,0.3862,0.0123,0.3192,0.0,126.7,-4.1,172427,54
Lost Pulse Midnight,Olivia Rodrigo,pop,2005,0.8252,0.6029,0.4005,0.0008,0.0144,0.1279,93.6,-8.7,201828,71
Fever,Kanye West,hip-hop,1996,0.8273,0.872,0.8391,0.1662,0.0,0.197,60.0,-3.5,302076,71
Silver Free Found,Post Malone,hip-hop,2011,0.7368,0.6018,0.3311,0.1084,0.0,0.2119,150.7,-7.5,265864,58
Stay Rush,Kendrick Lamar,hip-hop,2018,0.7818,0.7735,0.3024,0.3078,0.0,0.2592,121.0,-6.4,247965,45
Rush,Daddy Yankee,latin,2000,0.652,0.6379,0.8631,0.4085,0.0082,0.0716,88.0,-4.4,317550,51
Rise,Drake,hip-hop,2022,0.6475,0.6991,0.0017,0.0059,0.0,0.2746,96.9,-4.9,240805,57
Midnight Night Gold,Kanye West,hip-hop,2018,0.8714,0.7136,0.6591,0.1039,0.0,0.1562,66.4,-8.3,147740,69
Rise Red Fall,The Killers,rock,2001,0.5951,0.8756,0.4955,0.0546,0.0,0.0287,115.8,-2.9,235570,46
Love,Cardi B,hip-hop,1996,0.7785,0.7555,0.5755,0.0831,0.0,0.1748,140.4,-4.0,232068,22
Echo Lost,Green Day,rock,2015,0.4406,0.7885,0.5374,0.0984,0.0394,0.0437,100.5,-2.2,191689,50
Rush,Justin Bieber,pop,1998,0.7413,0.8133,0.8765,0.1958,0.0587,0.039,111.3,-4.3,180478,61
Fire Gold,SZA,r&b,2023,0.7344,0.5756,0.4559,0.3245,0.0,0.1511,99.7,-8.4,211714,63
Storm Crystal Found,Ozuna,latin,2002,0.7709,0.7972,0.8164,0.087,0.0,0.116,131.7,-2.2,210947,67
Free,Daniel Caesar,r&b,2014,0.5504,0.6278,0.4815,0.3008,0.0016,0.1482,103.2,-7.5,163477,71
Electric,Skrillex,electronic,2013,0.8656,0.7791,0.574,0.1334,0.0556,0.0,136.3,-5.5,232079,90
Rise Rain,Megan Thee Stallion,hip-hop,2006,0.6975,0.6494,0.4339,0.0021,0.0247,0.2039,89.0,-6.5,213415,66
Home Gold Echo,Kamasi Washington,jazz,1991,0.4838,0.5236,0.5219,0.9267,0.0583,0.0684,122.7,-9.9,184482,25
Rush,Marshmello,electronic,2002,0.7083,0.6573,0.7066,0.0463,0.1478,0.0233,113.9,-1.5,250422,42
Low Neon Storm,Deadmau5,electronic,2020,0.5842,0.6259,0.272,0.0688,0.3342,0.1283,133.9,-4.1,173616,54
Glow Red Free,Justin Bieber,pop,2018,0.6457,0.7453,0.5886,0.5009,0.0,0.0234,137.6,-3.6,120000,50
Away,Travis Scott,hip-hop,2017,0.723,0.5959,0.4346,0.0073,0.0018,0.048,137.7,-5.7,214794,70
Rush Stay,Drake,hip-hop,2016,0.6362,0.6741,0.5454,0.0,0.0225,0.0214,105.7,-1.6,171298,59
Crystal,Cardi B,hip-hop,2004,0.6389,0.543,0.5371,0.0799,0.0,0.2223,98.5,-9.4,197824,62
Fall Blue,Daniel Caesar,r&b,2020,0.5807,0.6113,0.5927,0.3943,0.085,0.1384,107.6,-9.7,213901,52
Electric,Calvin Harris,electronic,2004,0.8205,0.819,0.564,0.0,0.0,0.0284,124.2,-5.1,224822,80
Dreams Waves,Usher,r&b,2022,0.7887,0.5133,0.6661,0.7642,0.0245,0.0765,132.7,-4.2,197858,54
Gold Stay,Morgan Wallen,country,2009,0.5499,0.6825,0.9972,0.0,0.0,0.0488,113.3,-13.9,189969,53
Lost Blue Neon,Luke Bryan,country,2001,0.5361,0.5523,0.601,0.4462,0.0098,0.0642,127.4,-0.9,327205,38
Wild,Ozuna,latin,1998,0.7926,0.7538,0.2403,0.115,0.0233,0.0,117.5,-0.1,243713,45
Blue Low,Ludovico Einaudi,classical,2012,0.3197,0.1827,0.5451,0.964,1.0,0.032,90.9,-18.0,168401,35
Dreams Shine Wild,Dua Lipa,pop,1997,0.6594,0.6711,0.6746,0.1273,0.0,0.0,124.4,-8.5,198722,55
Rise Blue Free,Radiohead,rock,2021,0.2755,0.6759,0.0695,0.0772,0.004,0.0652,128.3,-6.0,239704,31
Rain,Justin Bieber,pop,2003,0.6653,0.7931,0.2992,0.1785,0.0265,0.1087,89.2,-8.6,202734,54
Echo Night,SZA,r&b,2016,0.44,0.5932,0.106,0.4024,0.0365,0.0398,116.7,-9.6,204002,45
Free Sunset Night,Phoebe Bridgers,indie,2014,0.7639,0.5562,0.2645,0.2052,0.0567,0.0979,65.7,-2.0,209958,71
Rush Crystal Blue,Foo Fighters,rock,2002,0.6544,0.8939,0.1228,0.2632,0.0165,0.1089,130.2,-2.6,235026,57
Fall,Sufjan Stevens,indie,2010,0.5901,0.6315,0.2254,0.4817,0.1705,0.1471,121.9,-2.9,272608,48
Found,Taylor Swift,pop,2020,0.6304,0.6561,0.716,0.2277,0.0,0.04,88.1,-6.4,150234,43
Silver Rise Electric,Bon Iver,indie,1994,0.6678,0.346,0.3155,0.2347,0.2006,0.0,120.1,-7.8,251565,31
Electric Gone,J. Cole,hip-hop,2002,0.7983,0.7545,0.5153,0.124,0.0,0.2531,73.6,-5.0,186671,56
Sunset Crystal Love,Olivia Rodrigo,pop,2017,0.6761,0.7633,0.1733,0.132,0.0513,0.0997,118.7,-7.3,204080,59
Stay Light Away,Marshmello,electronic,2014,0.7306,0.9692,0.423,0.0639,0.4376,0.0085,126.1,-7.5,120000,50
Home,The Killers,rock,2024,0.3515,0.6269,0.1597,0.0706,0.0,0.0992,90.5,-4.4,194909,55
Glow,Muse,rock,1996,0.5937,0.7207,0.7028,0.0224,0.0,0.0106,129.2,-5.3,155412,57
Break Blue Heart,Kanye West,hip-hop,2021,0.8147,0.6794,0.5104,0.3017,0.0,0.0737,60.0,-8.7,180071,70
Gone,Carrie Underwood,country,1992,0.5357,0.7289,0.4264,0.6731,0.0069,0.0497,138.2,-5.7,242180,34
Heart,Calvin Harris,electronic,2011,0.5983,0.7432,0.4758,0.0454,0.394,0.0063,132.1,-0.9,170743,62
Stay Low Electric,Drake,hip-hop,1997,0.8224,0.6606,0.486,0.0354,0.0114,0.2309,102.0,-2.8,247981,56
Break Gone Heart,Usher,r&b,2006,0.7597,0.5191,0.3773,0.7254,0.0,0.0817,133.3,-11.9,165517,41
Free,J Balvin,latin,2016,0.7525,0.7607,0.7544,0.2817,0.0,0.0661,132.0,-6.2,252775,61
Glow Fire,Red Hot Chili Peppers,rock,2022,0.4666,0.7808,0.541,0.0746,0.0031,0.0394,133.7,-11.7,209153,52
Night,Drake,hip-hop,2006,0.8206,0.6207,0.4617,0.0614,0.0,0.2892,108.9,-7.3,214169,67
Rush,Ariana Grande,pop,2001,0.6518,0.6448,0.6179,0.0586,0.0,0.1063,128.5,-4.7,196476,69
Electric,The Killers,rock,2016,0.6247,0.7372,0.4439,0.2894,0.1083,0.0746,127.4,-6.0,227809,74
Break Away,Daddy Yankee,latin,1997,0.8329,0.6739,0.4114,0.053,0.0323,0.016,108.8,-2.3,187822,39
Crystal Neon,Foo Fighters,rock,2012,0.3787,0.7653,0.688,0.2173,0.1501,0.0627,130.9,-8.8,242764,38
Away,Calvin Harris,electronic,2018,0.9359,0.9094,0.4503,0.0936,0.1838,0.0773,130.9,-5.3,195832,90
Fever,Daddy Yankee,latin,2009,0.6598,0.6177,0.5954,0.1943,0.0299,0.0791,120.3,-3.1,279611,58
Rise,Taylor Swift,pop,2005,0.3097,0.7531,0.7087,0.1892,0.076,0.1012,113.4,-4.7,154304,42
Rain Echo Rise,Jhené Aiko,r&b,2006,0.4178,0.3675,0.6194,0.3261,0.01,0.0239,142.9,-1.6,154188,53
Red Found,Foo Fighters,rock,2005,0.5209,0.6723,0.3102,0.1101,0.0,0.0322,122.7,-5.9,177585,53
Free Love Lost,Yuja Wang,classical,2008,0.2977,0.3427,0.2544,0.912,0.9004,0.0218,145.6,-14.1,216372,18
Electric Night Low,Kygo,electronic,1997,0.7906,0.7752,0.5962,0.0869,0.3573,0.0825,118.1,-3.1,174021,71
Free Stars Waves,Carrie Underwood,country,2018,0.5919,0.6977,0.8108,0.1875,0.0335,0.041,91.7,-7.6,196681,58
Electric Waves,Summer Walker,r&b,2015,0.3897,0.5412,0.4258,0.2588,0.0,0.0484,101.2,-9.7,186657,77
Night Stay,Dua Lipa,pop,2020,0.7746,0.8174,0.5522,0.0813,0.0179,0.2257,117.4,-5.0,125084,76
Rush,SZA,r&b,2001,0.6181,0.579,0.6819,0.3593,0.0165,0.1766,88.8,-10.8,120948,69
Gone,Itzhak Perlman,classical,2006,0.0785,0.3905,0.2677,0.9497,0.966,0.031,60.0,-7.2,289534,26
High Break,SZA,r&b,2004,0.7406,0.7577,0.6191,0.0,0.0449,0.1286,120.3,-7.7,166231,83
Electric Waves,Miranda Lambert,country,1998,0.3734,0.6507,0.5319,0.1729,0.0,0.0027,109.0,-4.2,179342,51
Midnight Night Dance,Sufjan Stevens,indie,2001,0.4777,0.3,0.6248,0.4216,0.0,0.0347,130.8,-6.2,220327,22
Electric,The Killers,rock,2021,0.658,0.69,0.5644,0.024,0.0,0.0371,99.9,-8.3,182872,66
Pulse Shadow Gold,Imagine Dragons,rock,2014,0.4803,0.7521,0.3691,0.1405,0.1045,0.0991,111.8,-3.2,172531,68
Found Low,SZA,r&b,2007,0.8008,0.4522,0.4648,0.4325,0.0059,0.2348,123.5,-8.0,286522,63
Fire Wild,Megan Thee Stallion,hip-hop,2004,0.6288,0.6712,0.4299,0.1066,0.0005,0.1366,89.8,-4.7,211853,71
Fall Break,Robert Glasper,jazz,2021,0.3607,0.3596,0.4195,0.6912,0.0024,0.0339,60.0,-13.2,232678,51
Blue Stay Wild,Sufjan Stevens,indie,1995,0.4603,0.4561,0.4309,0.7686,0.2535,0.0063,104.2,-5.2,216605,24
Fever,Post Malone,hip-hop,2024,0.7661,0.717,0.4542,0.1354,0.0348,0.2608,103.6,-5.4,193437,82
Night Home Found,Coldplay,rock,2023,0.2784,0.7482,0.3492,0.2234,0.0,0.1344,115.4,-5.1,184491,60
Home,Morgan Wallen,country,1994,0.7492,0.6433,0.615,0.4056,0.0,0.0539,116.6,-3.6,266212,48
Rush,Radiohead,rock,2007,0.2422,0.769,0.3344,0.3094,0.064,0.0481,105.0,-5.5,251401,31
Gone,Esperanza Spalding,jazz,2005,0.157,0.368,0.4355,0.4907,0.5935,0.0136,88.1,-17.4,259983,26
Break Away,Travis Scott,hip-hop,1997,0.745,0.5158,0.0,0.1682,0.0425,0.2327,104.6,-3.1,226761,34
Crystal Electric,Rosalía,latin,2014,0.9044,0.6672,0.9307,0.0151,0.0453,0.1086,134.8,-5.3,254591,88
Heart Sunset Glow,Dua Lipa,pop,2021,0.5477,0.5559,0.5205,0.2646,0.0337,0.098,121.7,-7.4,191258,75
Stay Rush,Summer Walker,r&b,2015,0.7692,0.3258,0.5739,0.3655,0.016,0.0642,108.6,-4.8,246939,56
Stars Rain Rise,Kygo,electronic,2011,0.5965,0.8089,0.5015,0.0,0.1293,0.0393,128.8,-5.6,223322,58
Sunset Rise,Jhené Aiko,r&b,2020,0.7093,0.676,0.6147,0.0,0.0,0.2194,100.4,-3.5,120000,53
Away Found Storm,The Weeknd,pop,1999,0.7203,0.6205,0.5373,0.0501,0.1052,0.0989,135.4,-6.9,203492,32
Fever,Ozuna,latin,2001,0.7991,0.5208,0.4049,0.0,0.0143,0.0483,104.1,-7.1,175882,33
Sunset Rush,Herbie Hancock,jazz,2017,0.3957,0.3888,0.4504,0.7788,0.0192,0.0751,109.3,-2.2,138442,42
Pulse Dance Rain,Foo Fighters,rock,1995,0.4237,0.7157,0.335,0.129,0.1121,0.0861,120.7,-2.8,229876,45
Rain Fire,Taylor Swift,pop,2009,0.5939,0.6164,0.7762,0.0,0.0,0.0472,97.7,-5.7,297518,57
Glow Home,Harry Styles,pop,1994,0.7154,0.6643,0.2626,0.0763,0.0,0.0391,99.8,-6.8,253131,39
Rain,Daniel Caesar,r&b,2012,0.8034,0.5401,0.558,0.666,0.0639,0.0372,144.9,-3.6,277247,49
Home Red,Khalid,r&b,1998,0.5904,0.2311,0.591,0.0,0.0,0.2054,139.6,-10.0,164744,55
Lost,Marshmello,electronic,2018,0.617,0.8789,0.3892,0.0,0.0643,0.0,133.4,-4.2,150220,52
Dreams Electric,Pearl Jam,rock,2005,0.499,0.8228,0.5997,0.1164,0.0468,0.0917,107.5,-4.1,158488,64
Fever Gold,Drake,hip-hop,2011,0.7519,0.5424,0.807,0.2364,0.0169,0.138,128.9,-4.7,190333,74
Storm,Daniel Caesar,r&b,1997,0.6672,0.5115,0.4628,0.5113,0.0018,0.1186,129.2,-5.6,197834,61
Pulse Dance Rain,Avicii,electronic,2009,0.7123,0.8986,0.3753,0.0605,0.6437,0.1192,114.8,-7.8,120000,74
Gold Midnight,Max Richter,classical,2003,0.2484,0.3628,0.4437,0.9373,0.9919,0.042,60.0,-20.3,180624,37
Glow Shine,Dua Lipa,pop,2023,0.6715,0.7343,0.3239,0.2191,0.0304,0.0462,113.1,-10.1,120000,86
Gold Free,Luis Fonsi,latin,2000,0.7389,0.7527,0.5441,0.1559,0.0794,0.0257,122.4,0.0,212297,67
Rise,Travis Scott,hip-hop,2022,0.7264,1.0,0.5531,0.0,0.0132,0.0,124.5,-3.9,145243,79
Wild Glow,Drake,hip-hop,2020,0.8005,0.6059,0.2795,0.0686,0.0,0.2757,137.9,-9.2,203552,62
Stay,Maluma,latin,2023,0.7663,0.756,0.5593,0.2274,0.0,0.0249,93.5,-3.4,194414,42
Blue Rain,Bad Bunny,latin,1996,0.6947,0.915,0.5648,0.3959,0.04,0.1163,91.3,-8.3,200731,41
Fever Storm,Itzhak Perlman,classical,2012,0.6203,0.5312,0.2756,1.0,0.9371,0.016,62.8,-15.2,261626,44
Blue,Justin Bieber,pop,1996,0.5384,0.599,0.4785,0.3649,0.0287,0.108,108.4,-4.8,147763,34
Glow,Harry Styles,pop,2014,0.9448,0.6234,0.355,0.0,0.0096,0.0605,109.2,-1.8,214678,81
Shine Crystal,J Balvin,latin,1992,0.6979,0.3739,0.6552,0.0449,0.026,0.0257,84.1,-6.3,251643,51
Sunset Love Rush,Summer Walker,r&b,2009,0.6581,0.8337,0.708,0.0,0.0,0.0,123.4,-8.6,179978,77
Crystal High,Coldplay,rock,2023,0.4352,0.4844,0.5006,0.0846,0.0013,0.0984,105.1,-6.3,166337,62
Gone,Billie Eilish,pop,2019,0.594,0.7228,0.6914,0.1451,0.0508,0.0771,105.7,-6.7,120000,77
Found Pulse,Billie Eilish,pop,2006,0.6168,1.0,0.239,0.2465,0.0188,0.1227,121.6,-3.0,210681,66
Love,Mitski,indie,1999,0.4792,0.4817,0.382,0.4685,0.1801,0.0083,93.0,-5.1,150359,31
Fall Gold,The Killers,rock,2024,0.3764,0.932,0.4255,0.0,0.0495,0.0375,129.1,-6.1,267909,59
Fire,Travis Scott,hip-hop,2009,0.7828,1.0,0.8226,0.1909,0.023,0.2769,109.0,-5.8,215093,69
Dance Heart,Imagine Dragons,rock,2007,0.7537,0.819,0.8374,0.135,0.0913,0.0761,137.5,-5.6,136335,96
Stay Pulse Shine,Drake,hip-hop,2016,0.7841,0.4711,0.4628,0.1853,0.0184,0.1018,115.4,-3.7,166066,36
Gold,Ariana Grande,pop,2012,0.5007,0.6936,0.7119,0.0163,0.0451,0.1471,119.7,-3.7,216311,66
Low Rain,Deadmau5,electronic,2021,0.815,0.9181,0.1217,0.0423,0.4694,0.0178,122.0,-3.9,185748,52
Fever,The Weeknd,pop,1999,0.6266,0.5779,0.3482,0.0965,0.0448,0.0244,102.0,-4.2,175545,35
Waves Red,Kane Brown,country,2000,0.7307,0.6845,0.5475,0.2385,0.0,0.02,107.2,-10.2,189555,76
Stars Fall Rain,Imagine Dragons,rock,1995,0.429,1.0,0.2864,0.1133,0.0812,0.0078,110.2,-5.7,221257,70
Dreams Sunset,Kygo,electronic,2023,0.7709,0.727,0.2232,0.0435,0.4108,0.0914,169.0,-4.1,191839,57
Fire,Sufjan Stevens,indie,2006,0.3043,0.2358,0.6934,0.5342,0.1553,0.0622,115.8,0.0,218682,67
Lost,Rosalía,latin,2001,0.7168,0.7344,0.6507,0.3196,0.0,0.2031,83.9,-6.0,170916,58
Electric Wild,Avicii,electronic,2010,0.7564,0.899,0.2236,0.0249,0.1012,0.1028,140.2,-9.9,215575,60
Break Low,Drake,hip-hop,2008,0.6998,0.5077,0.5414,0.1533,0.0459,0.0,118.3,-8.0,157121,52
Fever,Tyler the Creator,hip-hop,1992,0.8298,0.6877,0.816,0.1033,0.0161,0.138,98.0,-4.0,251647,42
Waves,Bad Bunny,latin,2007,0.9602,0.4738,0.4258,0.3179,0.0,0.1712,96.1,-3.5,221618,58
Sunset Storm Heart,Itzhak Perlman,classical,2008,0.3467,0.1603,0.0299,0.9175,0.7265,0.0253,71.0,-17.3,275529,11
Night Crystal,Daddy Yankee,latin,1995,0.8661,0.6637,0.6552,0.0123,0.0358,0.1304,119.9,-6.3,120297,72
Rain Night,SZA,r&b,2005,0.9135,0.6712,0.4794,0.2689,0.0083,0.0821,114.9,-11.3,198790,60
Gold Away Fire,Ozuna,latin,1997,0.8148,0.7757,0.5316,0.191,0.0,0.185,127.8,-6.2,245498,38
Crystal,Martin Garrix,electronic,2007,0.5859,0.9305,0.5244,0.0743,0.3541,0.1057,138.7,-6.6,201446,56
Gold High,Taylor Swift,pop,2001,0.5486,0.6232,0.407,0.3477,0.0129,0.0672,109.6,-1.1,145413,39
Fall,Daniel Caesar,r&b,1999,0.8411,0.509,0.677,0.1149,0.0428,0.0021,113.9,-6.6,287442,53
Gone,Joshua Bell,classical,1996,0.4199,0.0697,0.3327,0.9177,0.7714,0.0577,62.2,-13.5,242381,11
Shine Break,Justin Bieber,pop,1990,0.7977,0.8448,0.7043,0.1592,0.001,0.1153,123.9,-4.2,293110,60
Midnight Silver Night,Karol G,latin,2010,0.9232,0.5357,0.6706,0.3227,0.0444,0.0562,155.5,-9.6,208880,75
